zip5,census_pop,pop_65plus,pct_65plus,median_income,unemployment_rate
01915,41611,7348,0.17658792146307467,98474,0.03367809214462775
01921,8234,1652,0.20063152781151325,203750,0.04112502954384306
01922,3827,939,0.24536190227332114,197583,0.014977973568281937
01923,27734,5918,0.21338429364678735,116636,0.04816132858837485
01929,3648,555,0.15213815789473684,133026,0.013096351730589336
01930,29830,7631,0.2558162923231646,84465,0.057811174403102655
01937,176,25,0.14204545454545456,-666666666,0.3695652173913043
01938,13791,2924,0.2120223334058444,123266,0.025604734945959856
01940,13072,2558,0.19568543451652387,157955,0.0439671327663255
01944,5386,1178,0.21871518752320832,209052,0.050298979950756245
01945,20373,4545,0.22308938300692094,163561,0.032642812303829254
01949,9668,1861,0.1924906909391808,168245,0.03585423197492163
01950,18356,3977,0.21665940292002614,127306,0.05733373217668761
01951,2896,658,0.2272099447513812,163077,0.03250591016548463
01952,9182,1989,0.21661947288172512,97237,0.06574523720582742
01960,54057,13127,0.24283626542353443,91032,0.044598337950138504
01965,803,362,0.45080946450809467,241003,0.0
01966,6973,2584,0.37057220708446864,95091,0.08185840707964602
01969,6175,1304,0.2111740890688259,135396,0.028556178275954098
01970,44435,7387,0.16624282660065265,79267,0.05016163192509196
01982,7612,1533,0.2013925380977404,139250,0.01021679541490157
01983,6532,1491,0.22826086956521738,162734,0.04599406528189911
01984,4933,662,0.1341982566389621,181982,0.02582073035780155
01985,4521,1052,0.23269188232691881,181125,0.03814713896457766
02019,17025,2380,0.1397944199706314,116152,0.07387223735997578
02021,24293,4750,0.1955295764211913,130134,0.057107386716325266
02025,8330,1358,0.16302521008403362,178013,0.039143449228643795
02026,25150,5179,0.20592445328031808,118877,0.03927634676171901
02030,5886,1121,0.19045191980971798,250001,0.09043838453572661
02032,4847,781,0.16113059624510007,170174,0.05951448707909162
02035,18476,3179,0.17206105217579562,104350,0.05726011334766465
02038,32777,4427,0.13506422186289166,138062,0.05387876002247076
02043,24143,5632,0.2332767261732179,170326,0.037070524412296565
02045,10116,2336,0.23092131277184658,128022,0.03972071373157486
02047,218,29,0.13302752293577982,-666666666,0.0
02048,23831,3397,0.14254542402752718,125506,0.04304202413843246
02050,25915,4968,0.19170364653675478,118633,0.03538037263738481
02052,12844,1710,0.13313609467455623,215099,0.04631322364411944
02053,13164,1884,0.1431175934366454,165614,0.029659370547856494
02054,8565,1855,0.21657910099241098,140816,0.03298794671177839
02056,11527,1564,0.13568144356727682,182716,0.04154863078375826
02061,11281,1691,0.1498980586827409,179777,0.01927710843373494
02062,31343,5596,0.17854066298695084,98653,0.03608302860830286
02066,18718,3991,0.21321722406239982,127255,0.029380185456320155
02067,18473,3272,0.17712336924159583,181545,0.03183425972713492
02071,1480,101,0.06824324324324324,200496,0.051434223541048464
02072,29051,5780,0.19896044886578776,98145,0.048589059972440236
02081,19990,3388,0.1694847423711856,141599,0.042884633006506
02090,16149,2928,0.18131153631803826,192887,0.027746390458254864
02093,12173,2402,0.19732194200279307,151833,0.061306682577565635
02108,4218,844,0.20009483167377903,170379,0.0983467571004663
02109,3559,528,0.14835627985389155,162179,0.014936519790888723
02110,2337,804,0.34403080872913994,126157,0.11970260223048328
02111,8417,1210,0.14375668290364738,72321,0.060266292922214436
02113,6688,596,0.08911483253588516,106625,0.02183803457688808
02114,13356,1501,0.11238394728960767,121418,0.02716555612506407
02115,27838,2535,0.09106257633450679,51454,0.10205610021786492
02116,22286,3507,0.15736336713631877,131648,0.034460100751989485
02118,28392,3990,0.14053254437869822,74155,0.09113780740927102
02119,26821,4033,0.15036724954326833,37158,0.10429264650989176
02120,14364,1046,0.07282094124199387,51698,0.10916203937405351
02121,29820,3458,0.115962441314554,42411,0.08486956521739131
