zip5,total_shifts,filled,unfilled,cancelled,unmet,city,state,unmet_rate,fill_rate,lat,lng,population,density,county_name,state_name,timezone,census_pop,pop_65plus,pct_65plus,median_income,unemployment_rate,city_label,state_label,score_unmet,score_volume,score_elderly,score_poverty,score_density,demand_pressure_score
06109,29,11,0,18,18,Wethersfield,CT,0.6206896551724138,0.3793103448275862,41.70131,-72.67035,27180.0,853.0,Capitol,Connecticut,America/New_York,27192.0,5704.0,0.2097675786996175,108656.0,0.0436373138228377,Wethersfield,CT,0.6206896545517241,0.005689001264220705,0.31952968334641285,0.6010869703889848,0.013583148615251128,34.30564437707278
06111,49,43,0,6,6,Newington,CT,0.1224489795918367,0.8775510204081632,41.68677,-72.73057,30551.0,905.3,Capitol,Connecticut,America/New_York,30458.0,6082.0,0.1996848118720861,100239.0,0.0308551444043321,Newington,CT,0.12244897946938771,0.001896333754740235,0.3041710501790334,0.6368812965396381,0.014415972381461719,19.501677903439994
06114,73,63,0,10,10,Hartford,CT,0.136986301369863,0.863013698630137,41.7394,-72.66949,25283.0,2413.5,Capitol,Connecticut,America/New_York,26077.0,2660.0,0.1020055988035433,46632.0,0.0767670915411355,Hartford,CT,0.1369863012328767,0.0031605562579003917,0.1553806211966199,0.8648516472534399,0.0384325078345939,20.65331515451375
06117,104,98,1,5,6,HARTFORD,CT,0.0576923076923076,0.9423076923076924,41.7875,-72.76203,15863.0,630.2,Capitol,Connecticut,America/New_York,15726.0,3604.0,0.2291746152867862,164826.0,0.0383795309168443,HARTFORD,CT,0.05769230763461529,0.001896333754740235,0.34909156461439533,0.36221714742567324,0.01003528752324884,14.293618951812457
06226,21,15,0,6,6,Willimantic,CT,0.2857142857142857,0.7142857142857143,41.70816,-72.20731,19068.0,1027.1,Southeastern Connecticut,Connecticut,America/New_York,19103.0,2422.0,0.1267863686331989,45752.0,0.0756695038405646,Willimantic,CT,0.2857142854285714,0.001896333754740235,0.19312807285638697,0.8685939553219412,0.01635551224234986,25.673862816106002
06279,97,95,0,2,2,Willington,CT,0.0206185567010309,0.979381443298969,41.88959,-72.25933,5563.0,64.5,Capitol,Connecticut,America/New_York,5586.0,1184.0,0.2119584675975653,85893.0,0.0289517470881863,Willington,CT,0.02061855668041234,0.0006321112515800784,0.32286696759285444,0.6978894233018185,0.001027096231751111,17.57031114540375
06320,238,207,0,31,31,NEW LONDON,CT,0.1302521008403361,0.8697478991596639,41.35026,-72.10225,27275.0,1866.2,Southeastern Connecticut,Connecticut,America/New_York,27600.0,4063.0,0.1472101449275362,56237.0,0.0656360365162923,NEW LONDON,CT,0.13025210071008397,0.009797724399491215,0.22423870879223223,0.82400520521031,0.02971731763866548,21.29453156167575
06340,125,120,0,5,5,GROTON,CT,0.04,0.96,41.35643,-72.04477,29833.0,511.0,Southeastern Connecticut,Connecticut,America/New_York,29672.0,4824.0,0.1625775141547586,76138.0,0.0483269173822919,GROTON,CT,0.03999999996,0.0015802781289501959,0.24764714327711165,0.7393737587657156,0.008137149991082447,17.364427698962544
06351,55,53,0,2,2,LISBON,CT,0.0363636363636363,0.9636363636363636,41.58873,-71.94854,15697.0,115.4,Southeastern Connecticut,Connecticut,America/New_York,15695.0,2837.0,0.1807582032494425,75737.0,0.0584898971995746,LISBON,CT,0.03636363632727266,0.0006321112515800784,0.2753409836000849,0.7410790605105668,0.001837626436342298,17.748093715131304
06360,85,66,0,19,19,Norwich,CT,0.2235294117647059,0.7764705882352941,41.54883,-72.08914,37527.0,540.3,Southeastern Connecticut,Connecticut,America/New_York,37219.0,7024.0,0.188720814637685,63364.0,0.0691303453947368,Norwich,CT,0.22352941154117648,0.006005056890010745,0.2874700776730018,0.7936967624782552,0.0086037223878314,24.596898982997736
