zip5,total,filled,unfilled,cancelled,unmet,city,state,lat,lng,unmet_rate,fill_rate
07106,150,131,3,16,19,Newark,NJ,40.74177,-74.23047,0.12666666666666668,0.8733333333333333
07107,69,69,0,0,0,Newark,NJ,40.76181,-74.18653,0.0,1.0
07108,535,328,0,207,207,Newark,NJ,40.72306,-74.20039,0.38691588785046727,0.6130841121495327
07109,123,107,0,16,16,Belleville,NJ,40.79502,-74.16161,0.13008130081300814,0.8699186991869918
07112,57,32,0,25,25,Newark,NJ,40.71137,-74.21164,0.43859649122807015,0.5614035087719298
07114,163,137,0,26,26,Newark,NJ,40.70018,-74.16618,0.15950920245398773,0.8404907975460123
07198,17,11,0,6,6,Newark,NJ,,,0.35294117647058826,0.6470588235294118
07201,252,217,0,35,35,Elizabeth,NJ,40.67237,-74.17643,0.1388888888888889,0.8611111111111112
07202,260,180,0,80,80,Elizabeth,NJ,40.6531,-74.21677,0.3076923076923077,0.6923076923076923
07203,408,350,1,57,58,ROSELLE,NJ,40.65269,-74.2599,0.14215686274509803,0.8578431372549019
07205,85,52,0,33,33,Hillside,NJ,40.69612,-74.22857,0.38823529411764707,0.611764705882353
07206,127,85,0,42,42,Elizabethport,NJ,40.65238,-74.18385,0.33070866141732286,0.6692913385826772
07208,589,464,0,125,125,Elizabeth,NJ,40.67434,-74.22498,0.21222410865874364,0.7877758913412564
07302,1,1,0,0,0,JERSEY CITY,NJ,40.71894,-74.04462,0.0,1.0
07304,48,45,0,3,3,JERSEY CITY,NJ,40.71741,-74.07637,0.0625,0.9375
07306,106,102,0,4,4,Jersey City,NJ,40.73674,-74.07132,0.03773584905660377,0.9622641509433962
07340,8,2,0,6,6,Mahwah,NJ,,,0.75,0.25
07401,70,34,3,33,36,ALLENDALE,NJ,41.03321,-74.13328,0.5142857142857142,0.4857142857142857
07407,10,7,0,3,3,ELMWOOD PARK,NJ,40.90493,-74.12007,0.3,0.7
07410,28,24,0,4,4,FAIR LAWN,NJ,40.93587,-74.11771,0.14285714285714285,0.8571428571428571
07417,148,104,0,44,44,FRANKLIN LAKES,NJ,41.00859,-74.20836,0.2972972972972973,0.7027027027027027
07423,25,12,0,13,13,HO HO KUS,NJ,41.00007,-74.09718,0.52,0.48
07424,85,48,0,37,37,Little Falls,NJ,40.88361,-74.2059,0.43529411764705883,0.5647058823529412
07430,7,2,0,5,5,MAHWAH,NJ,41.08157,-74.18562,0.7142857142857143,0.2857142857142857
07435,9,4,0,5,5,NEWFOUNDLAND,NJ,41.0425,-74.44159,0.5555555555555556,0.4444444444444444
07446,11,8,0,3,3,RAMSEY,NJ,41.05944,-74.14532,0.2727272727272727,0.7272727272727273
07450,83,40,1,42,43,RIDGEWOOD,NJ,40.98219,-74.11275,0.5180722891566265,0.4819277108433735
07452,3,0,0,3,3,GLEN ROCK,NJ,40.96008,-74.12498,1.0,0.0
07456,10,9,0,1,1,RINGWOOD,NJ,41.10647,-74.27487,0.1,0.9
07458,39,14,0,25,25,SADDLE RIVER,NJ,41.04583,-74.0971,0.6410256410256411,0.358974358974359
07481,289,252,1,36,37,WYCKOFF,NJ,40.99891,-74.16757,0.12802768166089964,0.8719723183391004
07504,1,1,0,0,0,Paterson,NJ,40.912,-74.14121,0.0,1.0
07506,3,3,0,0,0,HAWTHORNE,NJ,40.95794,-74.15815,0.0,1.0
07508,156,74,0,82,82,HALEDON,NJ,40.95448,-74.18423,0.5256410256410257,0.47435897435897434
07522,43,42,0,1,1,Paterson,NJ,40.92413,-74.17928,0.023255813953488372,0.9767441860465116
07628,43,37,0,6,6,DUMONT,NJ,40.94524,-73.99227,0.13953488372093023,0.8604651162790697
07640,61,55,0,6,6,HARRINGTON PARK,NJ,40.9899,-73.98037,0.09836065573770492,0.9016393442622951
07641,4,1,0,3,3,HAWORTH,NJ,40.96224,-73.9976,0.75,0.25
07645,19,16,0,3,3,MONTVALE,NJ,41.05293,-74.04985,0.15789473684210525,0.8421052631578947
07652,153,139,0,14,14,PARAMUS,NJ,40.94553,-74.07122,0.0915032679738562,0.9084967320261438
07661,129,128,0,1,1,RIVER EDGE,NJ,40.92697,-74.03874,0.007751937984496124,0.9922480620155039
07662,30,7,0,23,23,ROCHELLE PARK,NJ,40.90698,-74.07911,0.7666666666666667,0.23333333333333334
07663,87,81,0,6,6,Saddle Brook,NJ,40.90328,-74.09545,0.06896551724137931,0.9310344827586207
07666,86,81,0,5,5,Teaneck,NJ,40.88998,-74.01067,0.05813953488372093,0.9418604651162791
07670,33,13,0,20,20,Tenafly,NJ,40.91758,-73.95323,0.6060606060606061,0.3939393939393939
07675,27,25,0,2,2,WESTWOOD,NJ,41.00918,-74.00428,0.07407407407407407,0.9259259259259259
07676,28,23,0,5,5,TOWNSHIP OF WASHINGTON,NJ,40.98843,-74.06359,0.17857142857142858,0.8214285714285714
08043,102,100,0,2,2,VOORHEES,NJ,39.84502,-74.95492,0.0196078431372549,0.9803921568627451
08520,1,1,0,0,0,HIGHTSTOWN,NJ,40.25555,-74.53269,0.0,1.0
08820,45,41,0,4,4,Edison,NJ,40.57725,-74.36599,0.08888888888888889,0.9111111111111111
08854,11,6,0,5,5,Piscataway,NJ,40.54648,-74.46342,0.45454545454545453,0.5454545454545454
10001,5684,4915,36,733,769,New York,NY,40.75064,-73.99728,0.1352920478536242,0.8647079521463757
10002,31924,30188,65,1671,1736,NEW YORK,NY,40.71597,-73.98692,0.05437915048239569,0.9456208495176043
10003,3929,3622,16,291,307,NEW YORK,NY,40.73184,-73.98915,0.07813693051667091,0.9218630694833291
10004,13,0,0,13,13,New York,NY,40.69431,-74.01835,1.0,0.0
10005,44,41,0,3,3,NEW YORK,NY,40.70614,-74.00862,0.06818181818181818,0.9318181818181818
10006,19,2,0,17,17,NEW YORK,NY,40.70949,-74.01306,0.8947368421052632,0.10526315789473684
10007,181,181,0,0,0,NEW YORK,NY,40.71387,-74.00792,0.0,1.0
10009,15446,13918,80,1448,1528,NEW YORK,NY,40.72639,-73.97865,0.09892528810047908,0.9010747118995209
10010,2742,2296,13,433,446,NEW YORK,NY,40.73899,-73.98243,0.162654996353027,0.8373450036469731
10011,6491,5790,76,625,701,NEW YORK,NY,40.74173,-74.00037,0.10799568633492528,0.8920043136650747
10012,2041,1861,4,176,180,NEW YORK,NY,40.7256,-73.99794,0.0881920627143557,0.9118079372856442
10013,4348,4167,22,159,181,NEW YORK,NY,40.72001,-74.00472,0.04162833486660534,0.9583716651333947
10014,1242,1084,1,157,158,NEW YORK,NY,40.73407,-74.00601,0.12721417069243157,0.8727858293075684
10016,5449,4820,21,608,629,NEW YORK,NY,40.74515,-73.97807,0.1154340245916682,0.8845659754083318
10017,2623,2448,4,171,175,NEW YORK,NY,40.75235,-73.9726,0.06671749904689286,0.9332825009531072
10018,561,443,1,117,118,New York,NY,40.75536,-73.99265,0.2103386809269162,0.7896613190730838
10019,6311,5654,30,627,657,New York,NY,40.76586,-73.9853,0.1041039454919981,0.8958960545080019
10021,3308,2956,15,337,352,New York,NY,40.76963,-73.95899,0.10640870616686819,0.8935912938331319
10022,1665,1391,4,270,274,NEW YORK,NY,40.75856,-73.96787,0.16456456456456456,0.8354354354354354
10023,7341,6261,79,1001,1080,NEW YORK,NY,40.77464,-73.97836,0.14711892112791172,0.8528810788720883
10024,8130,7238,7,885,892,NEW YORK,NY,40.78534,-73.97138,0.10971709717097171,0.8902829028290283
10025,17174,15116,78,1980,2058,NEW YORK,NY,40.79825,-73.96831,0.11983230464655875,0.8801676953534412
10026,6645,5630,133,882,1015,NEW YORK,NY,40.80302,-73.95348,0.1527464258841234,0.8472535741158767
10027,11988,10721,62,1205,1267,New York,NY,40.81187,-73.95459,0.10568902235568903,0.894310977644311
10028,2636,2240,28,368,396,New York,NY,40.77643,-73.95339,0.15022761760242792,0.849772382397572
10029,29288,26124,254,2910,3164,NEW YORK,NY,40.79265,-73.94788,0.10803059273422562,0.8919694072657743
10030,6936,6008,131,797,928,New York,NY,40.81826,-73.94283,0.13379469434832755,0.8662053056516724
10031,13063,11585,78,1400,1478,NEW YORK,NY,40.82485,-73.95023,0.11314399448824926,0.8868560055117507
10032,18675,16619,156,1900,2056,New York,NY,40.839,-73.94282,0.11009370816599733,0.8899062918340027
10033,12602,11518,83,1001,1084,NEW YORK,NY,40.84744,-73.93549,0.08601809236629107,0.9139819076337089
10034,10949,9279,723,947,1670,New York,NY,40.86749,-73.92358,0.15252534478034524,0.8474746552196548
10035,12387,11162,47,1178,1225,MANHATTAN,NY,40.79538,-73.92965,0.09889400177605555,0.9011059982239444
10036,4822,4324,28,470,498,NEW YORK,NY,40.75976,-73.99064,0.10327664869348818,0.8967233513065118
10037,6117,5331,25,761,786,NEW YORK,NY,40.81302,-73.93776,0.12849435998038253,0.8715056400196175
10038,8243,7787,22,434,456,NEW YORK,NY,40.70914,-74.00298,0.05531966517044765,0.9446803348295524
10039,7040,6324,94,622,716,NEW YORK,NY,40.82631,-73.93752,0.10170454545454545,0.8982954545454546
10040,14327,12988,115,1224,1339,NEW YORK,NY,40.85807,-73.9296,0.0934599008864382,0.9065400991135618
10044,1840,1647,13,180,193,Roosevelt Island,NY,40.76209,-73.94981,0.10489130434782609,0.8951086956521739
10046,54,54,0,0,0,NEW YORK,NY,,,0.0,1.0
10065,2072,1635,63,374,437,New York,NY,40.76472,-73.96332,0.2109073359073359,0.7890926640926641
10069,655,555,2,98,100,NEW YORK,NY,40.77752,-73.98875,0.15267175572519084,0.8473282442748091
10075,1915,1691,5,219,224,NEW YORK,NY,40.77342,-73.95642,0.11697127937336814,0.8830287206266318
10128,7132,6415,39,678,717,New York,NY,40.78151,-73.95018,0.10053280987100392,0.8994671901289961
10131,4,4,0,0,0,Chicopee,MA,,,0.0,1.0
10132,20,20,0,0,0,Chicopee,MA,,,0.0,1.0
10162,253,213,0,40,40,NEW YORK,NY,40.76936,-73.94986,0.15810276679841898,0.841897233201581
10200,329,250,0,79,79,Chicopee,MA,,,0.24012158054711247,0.7598784194528876
10201,5,4,0,1,1,Chicopee,MA,,,0.2,0.8
10202,10,7,0,3,3,Chicopee,MA,,,0.3,0.7
10271,3,3,0,0,0,Easthampton,MA,40.70844,-74.01033,0.0,1.0
10272,16,12,0,4,4,Easthampton,MA,,,0.25,0.75
10278,31,18,0,13,13,Easthampton,MA,40.71513,-74.00373,0.41935483870967744,0.5806451612903226
10280,297,260,0,37,37,NEW YORK,NY,40.70985,-74.01651,0.12457912457912458,0.8754208754208754
10282,271,163,1,107,108,NEW YORK,NY,40.71655,-74.01495,0.3985239852398524,0.6014760147601476
10301,6331,5293,6,1032,1038,Staten Island,NY,40.62803,-74.09564,0.16395514136787237,0.8360448586321276
10302,2871,2630,1,240,241,STATEN ISLAND,NY,40.63055,-74.13776,0.08394287704632532,0.9160571229536747
10303,3659,3069,12,578,590,STATEN ISLAND,NY,40.63223,-74.16903,0.16124624214266192,0.8387537578573381
10304,9003,8084,18,901,919,STATEN ISLAND,NY,40.60671,-74.0931,0.10207708541597245,0.8979229145840275
10305,9428,8461,1,966,967,Staten Island,NY,40.59592,-74.07539,0.10256682223165041,0.8974331777683496
10306,12408,11127,5,1276,1281,Staten Island,NY,40.57149,-74.1243,0.10323984526112186,0.8967601547388782
10307,854,742,11,101,112,STATEN ISLAND,NY,40.50817,-74.24254,0.13114754098360656,0.8688524590163934
10308,4545,3899,0,646,646,STATEN ISLAND,NY,40.55213,-74.15029,0.14213421342134214,0.8578657865786579
10309,3532,2903,5,624,629,STATEN ISLAND,NY,40.53001,-74.21912,0.17808607021517553,0.8219139297848245
10310,3322,2815,29,478,507,STATEN ISLAND,NY,40.63243,-74.11653,0.15261890427453342,0.8473810957254666
10312,8192,7340,24,828,852,STATEN ISLAND,NY,40.54489,-74.18084,0.10400390625,0.89599609375
10313,45,45,0,0,0,STATEN ISLAND,NY,,,0.0,1.0
10314,15241,13683,32,1526,1558,STATEN ISLAND,NY,40.60086,-74.16306,0.10222426349977036,0.8977757365002297
10400,306,237,0,69,69,Holyoke,MA,,,0.22549019607843138,0.7745098039215687
10451,16181,14302,137,1742,1879,BRONX,NY,40.82097,-73.92383,0.11612384895865521,0.8838761510413448
10452,21342,19608,240,1494,1734,BRONX,NY,40.8378,-73.92333,0.08124824290132134,0.9187517570986786
10453,20970,19005,136,1829,1965,BRONX,NY,40.85248,-73.9133,0.09370529327610873,0.9062947067238912
10454,12213,11069,57,1087,1144,Bronx,NY,40.8056,-73.91664,0.09367067878490133,0.9063293212150987
10455,11666,10664,99,903,1002,BRONX,NY,40.8148,-73.90862,0.0858906223212755,0.9141093776787245
10456,25113,22783,326,2004,2330,Bronx,NY,40.83064,-73.90812,0.09278063154541473,0.9072193684545853
10457,23054,20698,180,2176,2356,BRONX,NY,40.84571,-73.89794,0.10219484688123535,0.8978051531187646
10458,17292,15603,206,1483,1689,BRONX,NY,40.86249,-73.88643,0.09767522553782096,0.9023247744621791
10459,14244,12872,48,1324,1372,BRONX,NY,40.82572,-73.89295,0.09632125807357483,0.9036787419264252
10460,15999,14379,199,1421,1620,BRONX,NY,40.84273,-73.87891,0.10125632852053253,0.8987436714794674
10461,9637,8548,151,938,1089,BRONX,NY,40.84671,-73.84079,0.11300197156791533,0.8869980284320846
10462,17498,15395,469,1634,2103,BRONX,NY,40.84297,-73.85873,0.120185164018745,0.879814835981255
10463,15650,13536,183,1931,2114,BRONX,NY,40.88841,-73.89905,0.13507987220447285,0.8649201277955272
10464,583,542,3,38,41,BRONX,NY,40.86821,-73.80044,0.07032590051457976,0.9296740994854202
10465,8705,7663,119,923,1042,BRONX,NY,40.8286,-73.82179,0.11970132107983918,0.8802986789201608
10466,12349,10918,192,1239,1431,BRONX,NY,40.89104,-73.8461,0.11587982832618025,0.8841201716738197
10467,25779,22924,521,2334,2855,BRONX,NY,40.87522,-73.872,0.11074905931184298,0.889250940688157
10468,16098,14576,331,1191,1522,Bronx,NY,40.8681,-73.89985,0.09454590632376693,0.9054540936762331
10469,11873,10671,175,1027,1202,BRONX,NY,40.86851,-73.84666,0.10123810325949634,0.8987618967405037
10470,1952,1510,69,373,442,BRONX,NY,40.89598,-73.86805,0.22643442622950818,0.7735655737704918
10471,10205,9106,79,1020,1099,BRONX,NY,40.90002,-73.9067,0.1076923076923077,0.8923076923076924
10472,14828,13387,154,1287,1441,BRONX,NY,40.82968,-73.86942,0.09718100890207715,0.9028189910979229
10473,18877,16776,294,1807,2101,BRONX,NY,40.81817,-73.85889,0.11129946495735552,0.8887005350426445
10474,2310,2059,23,228,251,BRONX,NY,40.81061,-73.8846,0.10865800865800866,0.8913419913419913
10475,12732,11207,268,1257,1525,Bronx,NY,40.87528,-73.82702,0.11977693999371662,0.8802230600062834
10502,185,120,17,48,65,ARDSLEY,NY,41.01126,-73.8409,0.35135135135135137,0.6486486486486487
10504,68,54,0,14,14,ARMONK,NY,41.13065,-73.70629,0.20588235294117646,0.7941176470588235
10505,249,165,31,53,84,BALDWIN PLACE,NY,41.34207,-73.74791,0.3373493975903614,0.6626506024096386
10506,98,59,2,37,39,BEDFORD,NY,41.1889,-73.63411,0.3979591836734694,0.6020408163265306
10507,258,190,0,68,68,BEDFORD HILLS,NY,41.22879,-73.6878,0.26356589147286824,0.7364341085271318
10510,673,602,0,71,71,BRIARCLIFF MANOR,NY,41.14152,-73.83411,0.10549777117384844,0.8945022288261516
10511,67,47,0,20,20,Buchanan,NY,41.26302,-73.94391,0.29850746268656714,0.7014925373134329
10512,433,406,0,27,27,CARMEL,NY,41.4483,-73.71054,0.06235565819861432,0.9376443418013857
10514,315,234,4,77,81,Briarcliff Mnr,NY,41.17331,-73.77071,0.2571428571428571,0.7428571428571429
10516,62,62,0,0,0,NELSONVILLE,NY,41.45342,-73.90233,0.0,1.0
10517,1,1,0,0,0,CROMPOND,NY,41.29837,-73.86013,0.0,1.0
10518,1,0,0,1,1,CROSS RIVER,NY,41.26787,-73.60073,1.0,0.0
10520,539,439,20,80,100,CROTON ON HUDSON,NY,41.22183,-73.87348,0.18552875695732837,0.8144712430426716
10522,353,317,0,36,36,Dobbs Ferry,NY,41.01221,-73.8646,0.10198300283286119,0.8980169971671388
10523,435,371,10,54,64,ELMSFORD,NY,41.06005,-73.81859,0.1471264367816092,0.8528735632183908
10528,431,395,0,36,36,HARRISON,NY,40.97819,-73.72306,0.08352668213457076,0.9164733178654292
10530,877,778,0,99,99,HARTSDALE,NY,41.02304,-73.80764,0.11288483466362599,0.887115165336374
10532,69,30,0,39,39,HAWTHORNE,NY,41.09873,-73.80066,0.5652173913043478,0.43478260869565216
10533,179,156,0,23,23,IRVINGTON,NY,41.03826,-73.8556,0.12849162011173185,0.8715083798882681
10537,43,42,0,1,1,LAKE PEEKSKILL,NY,41.33784,-73.88528,0.023255813953488372,0.9767441860465116
10538,701,664,0,37,37,LARCHMONT,NY,40.9376,-73.75707,0.052781740370898715,0.9472182596291013
10540,42,29,2,11,13,LINCOLNDALE,NY,41.32575,-73.72745,0.30952380952380953,0.6904761904761905
10541,390,356,0,34,34,MAHOPAC,NY,41.37855,-73.75122,0.08717948717948718,0.9128205128205128
10543,624,574,0,50,50,MAMARONECK,NY,40.95274,-73.73645,0.08012820512820513,0.9198717948717948
10545,74,65,5,4,9,MARYKNOLL,NY,41.17861,-73.83547,0.12162162162162163,0.8783783783783784
10547,171,153,0,18,18,Mohegan Lake,NY,41.31178,-73.84637,0.10526315789473684,0.8947368421052632
10548,284,263,0,21,21,Montrose,NY,41.24599,-73.93643,0.07394366197183098,0.926056338028169
10549,733,580,13,140,153,MOUNT KISCO,NY,41.19981,-73.72028,0.208731241473397,0.791268758526603
10550,4436,3673,36,727,763,MOUNT VERNON,NY,40.90627,-73.8351,0.17200180342651036,0.8279981965734896
10552,2938,2687,1,250,251,MOUNT VERNON,NY,40.92376,-73.82497,0.08543226684819605,0.914567733151804
10553,789,698,0,91,91,Mt Vernon,NY,40.90858,-73.82161,0.11533586818757921,0.8846641318124208
10560,54,7,0,47,47,Ludlow,MA,41.33303,-73.60264,0.8703703703703703,0.12962962962962962
10562,1839,1566,27,246,273,OSSINING,NY,41.19295,-73.8305,0.14845024469820556,0.8515497553017944
10566,3646,3029,38,579,617,PEEKSKILL,NY,41.28924,-73.91837,0.16922654964344488,0.8307734503565551
10567,802,677,1,124,125,CORTLANDT MANOR,NY,41.28922,-73.89633,0.15586034912718205,0.844139650872818
10570,230,199,2,29,31,Pleasantville,NY,41.12854,-73.78917,0.13478260869565217,0.8652173913043478
10573,1982,1645,26,311,337,PORT CHESTER,NY,41.01676,-73.67735,0.17003027245206861,0.8299697275479314
10576,90,90,0,0,0,POUND RIDGE,NY,41.21323,-73.57289,0.0,1.0
10579,25,24,0,1,1,PUTNAM VALLEY,NY,41.39651,-73.83384,0.04,0.96
10580,378,319,4,55,59,RYE,NY,40.97854,-73.69258,0.15608465608465608,0.843915343915344
10583,1076,956,3,117,120,SCARSDALE,NY,40.98916,-73.79443,0.11152416356877323,0.8884758364312267
10588,105,102,0,3,3,SHRUB OAK,NY,41.33222,-73.82624,0.02857142857142857,0.9714285714285714
10589,390,377,0,13,13,SOMERS,NY,41.33178,-73.6933,0.03333333333333333,0.9666666666666667
10590,42,37,0,5,5,SOUTH SALEM,NY,41.25421,-73.53719,0.11904761904761904,0.8809523809523809
10591,1372,1178,38,156,194,Sleepy Hollow,NY,41.08436,-73.84653,0.141399416909621,0.858600583090379
10594,185,117,9,59,68,THORNWOOD,NY,41.11579,-73.771,0.3675675675675676,0.6324324324324324
10595,137,96,9,32,41,VALHALLA,NY,41.08626,-73.78097,0.29927007299270075,0.7007299270072993
10596,63,63,0,0,0,VERPLANK,NY,41.25552,-73.95854,0.0,1.0
10598,1105,860,5,240,245,YORKTOWN HEIGHTS,NY,41.28309,-73.79516,0.22171945701357465,0.7782805429864253
10601,1085,978,12,95,107,WHITE PLAINS,NY,41.03288,-73.7648,0.09861751152073733,0.9013824884792627
10603,1409,1153,2,254,256,WHITE PLAINS,NY,41.05364,-73.78014,0.1816891412349184,0.8183108587650816
10604,1015,880,16,119,135,WEST HARRISON,NY,41.06013,-73.73955,0.1330049261083744,0.8669950738916257
10605,945,847,0,98,98,WHITE PLAINS,NY,41.0095,-73.74518,0.1037037037037037,0.8962962962962963
10606,1907,1621,29,257,286,White Plains,NY,41.02065,-73.77588,0.14997378080755114,0.8500262191924489
10607,530,374,7,149,156,White Plains,NY,41.03949,-73.81214,0.2943396226415094,0.7056603773584905
10620,49,44,0,5,5,Florence,MA,,,0.10204081632653061,0.8979591836734694
10621,3,2,0,1,1,Florence,MA,,,0.3333333333333333,0.6666666666666666
10622,5,4,0,1,1,Florence,MA,,,0.2,0.8
10701,8719,7513,40,1166,1206,Yonkers,NY,40.94702,-73.88034,0.13831861452001376,0.8616813854799862
10703,2325,1843,93,389,482,YONKERS,NY,40.95765,-73.88114,0.20731182795698924,0.7926881720430108
10704,3382,2904,14,464,478,YONKERS,NY,40.91911,-73.86187,0.1413364872856298,0.8586635127143702
10705,5778,5065,38,675,713,YONKERS,NY,40.91929,-73.88928,0.12339910003461406,0.8766008999653859
10706,340,273,0,67,67,Hastings On Hudson,NY,40.99047,-73.86951,0.19705882352941176,0.8029411764705883
10707,491,426,0,65,65,TUCKAHOE,NY,40.95961,-73.82291,0.13238289205702647,0.8676171079429735
10708,1144,932,15,197,212,BRONXVILLE,NY,40.9379,-73.83167,0.1853146853146853,0.8146853146853147
10709,210,171,0,39,39,EASTCHESTER,NY,40.95337,-73.80885,0.18571428571428572,0.8142857142857143
10710,3102,2634,50,418,468,YONKERS,NY,40.96732,-73.84739,0.15087040618955513,0.8491295938104448
10739,27,25,0,2,2,Southampton,MA,,,0.07407407407407407,0.9259259259259259
10801,5903,5150,18,735,753,NEW ROCHELLE,NY,40.91751,-73.78396,0.12756225647975605,0.872437743520244
10803,728,641,0,87,87,PELHAM,NY,40.89978,-73.80619,0.11950549450549451,0.8804945054945055
10804,1211,1107,18,86,104,NEW ROCHELLE,NY,40.94914,-73.78629,0.08587943848059455,0.9141205615194055
10805,1600,1337,17,246,263,NEW ROCHELLE,NY,40.89593,-73.78028,0.164375,0.835625
10837,4,4,0,0,0,Warren,MA,,,0.0,1.0
10850,102,67,0,35,35,Westfield,MA,,,0.3431372549019608,0.6568627450980392
10851,102,83,0,19,19,Westfield,MA,,,0.18627450980392157,0.8137254901960784
10853,7,6,0,1,1,Westfield,MA,,,0.14285714285714285,0.8571428571428571
10854,28,23,0,5,5,Westfield,MA,,,0.17857142857142858,0.8214285714285714
10859,7,5,0,2,2,Westfield,MA,,,0.2857142857142857,0.7142857142857143
10891,6,5,0,1,1,West Springfield,MA,,,0.16666666666666666,0.8333333333333334
10901,3053,2565,66,422,488,MONTEBELLO,NY,41.14554,-74.12504,0.1598427775958074,0.8401572224041925
10913,188,186,0,2,2,BLAUVELT,NY,41.06845,-73.95574,0.010638297872340425,0.9893617021276596
10916,100,100,0,0,0,CAMPBELL HALL,NY,41.44881,-74.24311,0.0,1.0
10917,181,152,0,29,29,CENTRAL VALLEY,NY,41.31851,-74.11094,0.16022099447513813,0.8397790055248618
10918,99,87,0,12,12,CHESTER,NY,41.34816,-74.25828,0.12121212121212122,0.8787878787878788
10920,722,645,0,77,77,CONGERS,NY,41.15477,-73.9393,0.10664819944598337,0.8933518005540166
10923,375,365,0,10,10,GARNERVILLE,NY,41.20265,-74.00031,0.02666666666666667,0.9733333333333334
10924,256,188,14,54,68,GOSHEN,NY,41.3788,-74.3512,0.265625,0.734375
10925,61,59,0,2,2,GREENWOOD LAKE,NY,41.20076,-74.29535,0.03278688524590164,0.9672131147540983
10926,153,133,0,20,20,Harriman,NY,41.25856,-74.1307,0.13071895424836602,0.869281045751634
10927,687,490,35,162,197,Haverstraw,NY,41.19263,-73.96735,0.2867540029112082,0.7132459970887919
10928,184,145,0,39,39,HIGHLAND FALLS,NY,41.3457,-74.00265,0.21195652173913043,0.7880434782608695
10930,367,305,17,45,62,HIGHLAND MILLS,NY,41.3667,-74.11035,0.16893732970027248,0.8310626702997275
10940,5910,4778,138,994,1132,MIDDLETOWN,NY,41.45149,-74.46997,0.19153976311336718,0.8084602368866328
10941,1199,869,26,304,330,Middletown,NY,41.48923,-74.34556,0.27522935779816515,0.7247706422018348
10950,6598,6020,39,539,578,MONROE,NY,41.31919,-74.19825,0.08760230372840255,0.9123976962715975
10952,2901,2543,33,325,358,MONSEY,NY,41.11385,-74.07975,0.12340572216477076,0.8765942778352293
10953,45,42,0,3,3,MOUNTAINVILLE,NY,41.40581,-74.07783,0.06666666666666667,0.9333333333333333
10954,2029,1739,15,275,290,NANUET,NY,41.09969,-74.01269,0.1429275505174963,0.8570724494825037
10956,1678,1276,35,367,402,New City,NY,41.15562,-73.99314,0.2395709177592372,0.7604290822407628
10960,879,798,12,69,81,Nyack,NY,41.08892,-73.92642,0.09215017064846416,0.9078498293515358
10962,283,184,0,99,99,ORANGEBURG,NY,41.04857,-73.96057,0.3498233215547703,0.6501766784452296
10964,246,238,0,8,8,PALISADES,NY,41.01642,-73.91431,0.032520325203252036,0.967479674796748
10965,55,51,0,4,4,Pearl River,NY,41.06176,-74.01286,0.07272727272727272,0.9272727272727272
10968,283,261,3,19,22,PIERMONT,NY,41.03976,-73.91804,0.07773851590106007,0.9222614840989399
10970,353,313,6,34,40,POMONA,NY,41.1852,-74.06568,0.11331444759206799,0.886685552407932
10974,158,128,0,30,30,SLOATSBURG,NY,41.15826,-74.18993,0.189873417721519,0.810126582278481
10976,611,506,4,101,105,Sparkill,NY,41.02871,-73.92594,0.1718494271685761,0.8281505728314239
10977,3023,2500,80,443,523,SPRING VALLEY,NY,41.11749,-74.04825,0.17300694674164738,0.8269930532583526
10980,822,758,0,64,64,STONY POINT,NY,41.23157,-74.05709,0.07785888077858881,0.9221411192214112
10983,364,334,1,29,30,TAPPAN,NY,41.02747,-73.94826,0.08241758241758242,0.9175824175824175
10984,139,81,0,58,58,THIELLS,NY,41.20928,-74.02008,0.4172661870503597,0.5827338129496403
10987,36,34,0,2,2,TUXEDO PARK,NY,41.20737,-74.22284,0.05555555555555555,0.9444444444444444
10989,249,248,0,1,1,VALLEY COTTAGE,NY,41.12479,-73.93632,0.004016064257028112,0.9959839357429718
10990,544,429,0,115,115,WARWICK,NY,41.2651,-74.3663,0.2113970588235294,0.7886029411764706
10992,195,173,4,18,22,Washingtonville,NY,41.42648,-74.16567,0.11282051282051282,0.8871794871794871
10993,681,647,5,29,34,WEST HAVERSTRAW,NY,41.21011,-73.97565,0.049926578560939794,0.9500734214390602
10994,225,222,0,3,3,WEST NYACK,NY,41.09702,-73.97322,0.013333333333333334,0.9866666666666667
11001,2213,1972,1,240,241,FLORAL PARK,NY,40.72356,-73.70451,0.10890194306371441,0.8910980569362856
11003,4311,4022,4,285,289,ELMONT,NY,40.70143,-73.7078,0.06703781025284157,0.9329621897471584
11004,1976,1789,9,178,187,GLEN OAKS,NY,40.74621,-73.71147,0.09463562753036438,0.9053643724696356
11005,560,533,0,27,27,FLORAL PARK,NY,40.75661,-73.71424,0.048214285714285716,0.9517857142857142
11010,1738,1520,3,215,218,FRANKLIN SQUARE,NY,40.70066,-73.67514,0.12543153049482164,0.8745684695051784
11011,61,60,0,1,1,NEW YORK,NY,,,0.01639344262295082,0.9836065573770492
11020,619,576,0,43,43,GREAT NECK,NY,40.77098,-73.71293,0.06946688206785137,0.9305331179321487
11021,1343,1139,2,202,204,Great Neck,NY,40.78644,-73.7289,0.1518987341772152,0.8481012658227848
11023,507,421,0,86,86,GREAT NECK,NY,40.7994,-73.73282,0.16962524654832348,0.8303747534516766
11024,250,209,0,41,41,GREAT NECK,NY,40.81642,-73.74205,0.164,0.836
