zip5,total,filled,unfilled,cancelled,unmet,city,state,lat,lng,unmet_rate,fill_rate
12601,4743,3829,74,840,914,Poughkeepsie,NY,41.70602,-73.91119,0.19270503900484925,0.8072949609951507
12603,1507,1047,22,438,460,POUGHKEEPSIE,NY,41.67816,-73.86744,0.30524220305242206,0.694757796947578
12604,53,49,0,4,4,POUGHKEEPSIE,NY,41.68844,-73.89448,0.07547169811320754,0.9245283018867925
12701,2027,1653,11,363,374,MONTICELLO,NY,41.65125,-74.6982,0.18450912678835718,0.8154908732116428
12721,276,241,18,17,35,BLOOMINGBURG,NY,41.56741,-74.42832,0.12681159420289856,0.8731884057971014
12729,208,140,0,68,68,CUDDEBACKVILLE,NY,41.49411,-74.61582,0.3269230769230769,0.6730769230769231
12734,37,17,0,20,20,FERNDALE,NY,41.7354,-74.7531,0.5405405405405406,0.4594594594594595
12746,58,42,0,16,16,HUGENOT,NY,41.44929,-74.65582,0.27586206896551724,0.7241379310344828
12747,65,43,0,22,22,HURLEYVILLE,NY,41.76596,-74.65934,0.3384615384615385,0.6615384615384615
12751,200,196,0,4,4,KIAMESHA LAKE,NY,41.69209,-74.66119,0.02,0.98
12754,1001,858,7,136,143,LIBERTY,NY,41.80004,-74.73643,0.14285714285714285,0.8571428571428571
12758,28,22,0,6,6,LIVINGSTON MANOR,NY,41.9428,-74.74942,0.21428571428571427,0.7857142857142857
12759,23,17,0,6,6,LOCH SHELDRAKE,NY,41.78399,-74.65758,0.2608695652173913,0.7391304347826086
12763,63,54,0,9,9,MOUNTAIN DALE,NY,41.68221,-74.52205,0.14285714285714285,0.8571428571428571
12771,1420,1060,12,348,360,PORT JERVIS,NY,41.37394,-74.62429,0.2535211267605634,0.7464788732394366
12777,36,29,0,7,7,FORESTBURGH,NY,41.55172,-74.71067,0.19444444444444445,0.8055555555555556
12779,267,196,0,71,71,South Fallsburg,NY,41.69804,-74.62703,0.26591760299625467,0.7340823970037453
12780,130,129,0,1,1,Sparrowbush,NY,41.44514,-74.71989,0.007692307692307693,0.9923076923076923
12788,105,100,0,5,5,WOODBOURNE,NY,41.79552,-74.58846,0.047619047619047616,0.9523809523809523
12789,59,28,2,29,31,WOODRIDGE,NY,41.71374,-74.57233,0.5254237288135594,0.4745762711864407
12790,152,113,1,38,39,WURTSBORO,NY,41.5863,-74.51705,0.2565789473684211,0.743421052631579
12803,120,101,0,19,19,South Glens Fal,NY,43.28891,-73.63024,0.15833333333333333,0.8416666666666667
12804,16,5,0,11,11,QUEENSBURY,NY,43.3375,-73.68307,0.6875,0.3125
12822,79,66,3,10,13,CORINTH,NY,43.2407,-73.88959,0.16455696202531644,0.8354430379746836
12831,9,0,0,9,9,GANSEVOORT,NY,43.19533,-73.68791,1.0,0.0
12839,121,119,0,2,2,HUDSON FALLS,NY,43.34496,-73.55058,0.01652892561983471,0.9834710743801653
12859,3,0,0,3,3,PORTER CORNER,NY,43.16587,-73.90569,1.0,0.0
12866,522,352,2,168,170,Saratoga Sprgs,NY,43.07537,-73.7401,0.32567049808429116,0.6743295019157088
12887,26,26,0,0,0,Whitehall,NY,43.54504,-73.37471,0.0,1.0
13339,15,14,0,1,1,Fort Plain,NY,42.93995,-74.66631,0.06666666666666667,0.9333333333333333
13428,54,35,0,19,19,PALATINE BRIDGE,NY,42.92096,-74.53311,0.35185185185185186,0.6481481481481481
13452,45,29,0,16,16,SAINT JOHNSVILLE,NY,43.03718,-74.63001,0.35555555555555557,0.6444444444444445
14200,77,70,0,7,7,Fitchburg,MA,,,0.09090909090909091,0.9090909090909091
14202,1,1,0,0,0,Fitchburg,MA,42.88798,-78.88358,0.0,1.0
14203,16,1,0,15,15,Fitchburg,MA,42.86244,-78.86507,0.9375,0.0625
14206,5,0,0,5,5,Fitchburg,MA,42.88078,-78.81018,1.0,0.0
14207,1,1,0,0,0,Fitchburg,MA,42.95201,-78.89824,0.0,1.0
14501,2,1,0,1,1,Groton,MA,,,0.5,0.5
14536,2,2,0,0,0,Leominster,MA,42.53958,-78.08358,0.0,1.0
14622,40,18,0,22,22,Lunenburg,MA,43.21389,-77.55359,0.55,0.45
14741,4,4,0,0,0,West Townsend,MA,42.21868,-78.5963,0.0,1.0
15009,9,5,0,4,4,BEAVER,PA,40.69933,-80.36464,0.4444444444444444,0.5555555555555556
15010,10,9,0,1,1,Beaver Falls,PA,40.76829,-80.35873,0.1,0.9
15012,123,121,0,2,2,Rostraver township,PA,40.15871,-79.81188,0.016260162601626018,0.983739837398374
15017,45,45,0,0,0,BRIDGEVILLE,PA,40.34348,-80.12865,0.0,1.0
15022,54,54,0,0,0,CHARLEROI,PA,40.13329,-79.93661,0.0,1.0
15025,12,12,0,0,0,CLAIRTON,PA,40.29887,-79.9213,0.0,1.0
15037,87,87,0,0,0,ELIZABETH,PA,40.25649,-79.85017,0.0,1.0
15045,114,114,0,0,0,GLASSPORT,PA,40.32613,-79.88614,0.0,1.0
15062,60,58,0,2,2,Monessen,PA,40.15184,-79.88277,0.03333333333333333,0.9666666666666667
15068,90,80,0,10,10,New Kensington,PA,40.56241,-79.7124,0.1111111111111111,0.8888888888888888
15071,95,83,0,12,12,OAKDALE,PA,40.41486,-80.18981,0.12631578947368421,0.8736842105263158
15084,25,25,0,0,0,TARENTUM,PA,40.6282,-79.8028,0.0,1.0
15090,134,114,0,20,20,WEXFORD,PA,40.62587,-80.06766,0.14925373134328357,0.8507462686567164
15101,46,35,0,11,11,ALLISON PARK,PA,40.58139,-79.95531,0.2391304347826087,0.7608695652173914
15102,117,70,0,47,47,BETHEL PARK,PA,40.32125,-80.03707,0.4017094017094017,0.5982905982905983
15104,176,175,0,1,1,BRADDOCK,PA,40.40379,-79.86249,0.005681818181818182,0.9943181818181818
15106,60,50,0,10,10,CARNEGIE,PA,40.40882,-80.10863,0.16666666666666666,0.8333333333333334
15108,249,209,0,40,40,CORAOPOLIS,PA,40.50006,-80.20031,0.1606425702811245,0.8393574297188755
15110,221,188,0,33,33,DUQUESNE,PA,40.37321,-79.85024,0.1493212669683258,0.8506787330316742
15112,99,99,0,0,0,EAST PITTSBURGH,PA,40.40453,-79.83734,0.0,1.0
15116,110,108,0,2,2,GLENSHAW,PA,40.5384,-79.95211,0.01818181818181818,0.9818181818181818
15120,265,256,0,9,9,HOMESTEAD,PA,40.39597,-79.90689,0.033962264150943396,0.9660377358490566
15122,47,43,0,4,4,WEST MIFFLIN,PA,40.35976,-79.90628,0.0851063829787234,0.9148936170212766
15129,86,68,0,18,18,SOUTH PARK,PA,40.29348,-79.99515,0.20930232558139536,0.7906976744186046
15131,61,53,0,8,8,WHITE OAK,PA,40.33477,-79.80132,0.13114754098360656,0.8688524590163934
15132,117,113,0,4,4,MCKEESPORT,PA,40.33982,-79.84299,0.03418803418803419,0.9658119658119658
15133,21,20,0,1,1,MCKEESPORT,PA,40.3257,-79.86127,0.047619047619047616,0.9523809523809523
15136,212,200,0,12,12,MC KEES ROCKS,PA,40.46872,-80.10233,0.05660377358490566,0.9433962264150944
15137,60,60,0,0,0,NORTH VERSAILLES,PA,40.37762,-79.80902,0.0,1.0
15139,74,47,0,27,27,OAKMONT,PA,40.52192,-79.83479,0.36486486486486486,0.6351351351351351
15145,60,54,0,6,6,TURTLE CREEK,PA,40.41451,-79.82352,0.1,0.9
15146,62,53,0,9,9,MONROEVILLE,PA,40.4264,-79.76005,0.14516129032258066,0.8548387096774194
15147,148,146,0,2,2,VERONA,PA,40.49704,-79.82858,0.013513513513513514,0.9864864864864865
15148,30,15,3,12,15,WILMERDING,PA,40.39351,-79.79525,0.5,0.5
15152,8,3,0,5,5,East Brookfield,MA,,,0.625,0.375
15181,35,21,0,14,14,Fiskdale,MA,,,0.4,0.6
15201,125,123,0,2,2,PITTSBURGH,PA,40.47565,-79.95389,0.016,0.984
15205,253,240,0,13,13,PITTSBURGH,PA,40.4381,-80.10552,0.05138339920948617,0.9486166007905138
15206,340,298,0,42,42,PITTSBURGH,PA,40.47244,-79.91324,0.12352941176470589,0.8764705882352941
15207,80,70,0,10,10,PITTSBURGH,PA,40.39813,-79.9334,0.125,0.875
15209,45,45,0,0,0,PITTSBURGH,PA,40.50007,-79.97463,0.0,1.0
15210,653,596,0,57,57,PITTSBURGH,PA,40.40679,-79.98411,0.08728943338437979,0.9127105666156202
15211,153,152,0,1,1,PITTSBURGH,PA,40.4302,-80.01533,0.006535947712418301,0.9934640522875817
15212,161,93,0,68,68,PITTSBURGH,PA,40.47106,-80.00844,0.422360248447205,0.577639751552795
15213,191,120,0,71,71,PITTSBURGH,PA,40.44293,-79.95345,0.3717277486910995,0.6282722513089005
15214,129,108,0,21,21,PITTSBURGH,PA,40.48541,-80.01455,0.16279069767441862,0.8372093023255814
15215,62,62,0,0,0,PITTSBURGH,PA,40.50457,-79.91338,0.0,1.0
15216,102,58,0,44,44,PITTSBURGH,PA,40.40268,-80.0348,0.43137254901960786,0.5686274509803921
15219,354,340,0,14,14,PITTSBURGH,PA,40.44304,-79.98443,0.03954802259887006,0.96045197740113
15220,105,60,0,45,45,PITTSBURGH,PA,40.41875,-80.04894,0.42857142857142855,0.5714285714285714
15221,229,228,0,1,1,Pittsburgh,PA,40.43457,-79.86631,0.004366812227074236,0.9956331877729258
15223,159,148,0,11,11,PITTSBURGH,PA,40.50431,-79.95199,0.06918238993710692,0.9308176100628931
15224,156,150,0,6,6,PITTSBURGH,PA,40.46737,-79.94623,0.038461538461538464,0.9615384615384616
15226,80,71,0,9,9,PITTSBURGH,PA,40.39527,-80.01374,0.1125,0.8875
15227,289,289,0,0,0,PITTSBURGH,PA,40.375,-79.97077,0.0,1.0
15228,53,52,0,1,1,PITTSBURGH,PA,40.37075,-80.04395,0.018867924528301886,0.9811320754716981
15233,99,98,0,1,1,PITTSBURGH,PA,40.45985,-80.03387,0.010101010101010102,0.98989898989899
15234,136,109,0,27,27,PITTSBURGH,PA,40.36808,-80.01782,0.19852941176470587,0.8014705882352942
15235,111,94,0,17,17,Pittsburgh,PA,40.45968,-79.82194,0.15315315315315314,0.8468468468468469
15236,181,166,0,15,15,PITTSBURGH,PA,40.34756,-79.97652,0.08287292817679558,0.9171270718232044
15237,99,97,0,2,2,PITTSBURGH,PA,40.54834,-80.04682,0.020202020202020204,0.9797979797979798
15238,156,134,0,22,22,PITTSBURGH,PA,40.53405,-79.88115,0.14102564102564102,0.8589743589743589
15243,68,51,0,17,17,PITTSBURGH,PA,40.37474,-80.07305,0.25,0.75
15275,43,43,0,0,0,PITTSBURGH,PA,40.45246,-80.18405,0.0,1.0
15291,13,13,0,0,0,Millville,MA,,,0.0,1.0
15301,216,206,0,10,10,WASHINGTON,PA,40.16411,-80.25304,0.046296296296296294,0.9537037037037037
15317,80,80,0,0,0,CANONSBURG,PA,40.27105,-80.16535,0.0,1.0
15329,45,40,0,5,5,PROSPERITY,PA,40.02813,-80.27205,0.1111111111111111,0.8888888888888888
15341,2,2,0,0,0,Northbridge,MA,39.82381,-80.34728,0.0,1.0
15371,4,4,0,0,0,North Oxford,MA,,,0.0,1.0
15401,43,36,0,7,7,Oxford,MA,39.89914,-79.74965,0.16279069767441862,0.8372093023255814
15402,37,29,0,8,8,Oxford,MA,,,0.21621621621621623,0.7837837837837838
15428,75,65,0,10,10,DAWSON,PA,40.0811,-79.68184,0.13333333333333333,0.8666666666666667
15444,45,45,0,0,0,HILLER,PA,40.0134,-79.90836,0.0,1.0
15482,49,49,0,0,0,STAR JUNCTION,PA,40.06073,-79.76645,0.0,1.0
15501,155,130,0,25,25,SOMERSET,PA,40.03582,-79.13024,0.16129032258064516,0.8387096774193549
15503,5,5,0,0,0,Southbridge,MA,,,0.0,1.0
15522,243,200,0,43,43,BEDFORD,PA,39.94931,-78.55173,0.17695473251028807,0.823045267489712
15530,1,1,0,0,0,Berlin,PA,39.94531,-78.91253,0.0,1.0
15531,9,8,0,1,1,Berlin,PA,40.18537,-79.0794,0.1111111111111111,0.8888888888888888
15537,363,293,0,70,70,EVERETT,PA,39.9981,-78.36506,0.1928374655647383,0.8071625344352618
15538,7,7,0,0,0,FAIRHOPE,PA,39.86644,-78.83233,0.0,1.0
15539,1,1,0,0,0,Fishertown,PA,40.12835,-78.59341,0.0,1.0
15541,4,4,0,0,0,Friedens,PA,40.04905,-78.98076,0.0,1.0
15545,62,62,0,0,0,HYNDMAN,PA,39.77943,-78.776,0.0,1.0
15550,108,39,0,69,69,MANNS CHOICE,PA,39.99025,-78.64493,0.6388888888888888,0.3611111111111111
15552,10,0,0,10,10,Meyersdale,PA,39.79629,-78.98232,1.0,0.0
15553,59,53,0,6,6,NEW BALTIMORE,PA,,,0.1016949152542373,0.8983050847457628
15554,45,43,0,2,2,NEW PARIS,PA,40.12525,-78.61575,0.044444444444444446,0.9555555555555556
15558,12,7,0,5,5,Salisbury,PA,39.7494,-79.09755,0.4166666666666667,0.5833333333333334
15559,107,106,0,1,1,SCHELLSBURG,PA,40.05914,-78.68241,0.009345794392523364,0.9906542056074766
15563,57,51,0,6,6,STOYSTOWN,PA,40.0962,-78.93618,0.10526315789473684,0.8947368421052632
15601,232,225,0,7,7,GREENSBURG,PA,40.31397,-79.53643,0.03017241379310345,0.9698275862068966
15613,133,125,0,8,8,Apollo,PA,40.55355,-79.56577,0.06015037593984962,0.9398496240601504
15622,35,15,0,20,20,Spencer,MA,40.0356,-79.31724,0.5714285714285714,0.42857142857142855
15637,28,23,0,5,5,HERMINIE,PA,40.26125,-79.71203,0.17857142857142858,0.8214285714285714
15642,10,0,0,10,10,Irwin,PA,40.32045,-79.72119,1.0,0.0
15650,61,47,0,14,14,Latrobe,PA,40.27527,-79.39213,0.22950819672131148,0.7704918032786885
15656,3,3,0,0,0,Leechburg,PA,40.64114,-79.61981,0.0,1.0
15670,46,36,0,10,10,NEW ALEXANDRIA,PA,40.40783,-79.4321,0.21739130434782608,0.782608695652174
15681,1,1,0,0,0,Upton,MA,40.5023,-79.43873,0.0,1.0
15682,1,1,0,0,0,Upton,MA,40.68301,-79.63696,0.0,1.0
15690,50,25,0,25,25,Vandergrift,PA,40.6455,-79.54243,0.5,0.5
15691,15,14,0,1,1,Uxbridge,MA,40.29668,-79.68411,0.06666666666666667,0.9333333333333333
15693,5,5,0,0,0,Uxbridge,MA,40.24939,-79.40592,0.0,1.0
15698,33,20,0,13,13,YUKON,PA,40.2167,-79.68894,0.3939393939393939,0.6060606060606061
15700,61,61,0,0,0,Webster,MA,,,0.0,1.0
15701,485,390,18,77,95,Indiana,PA,40.62935,-79.15056,0.1958762886597938,0.8041237113402062
15702,34,30,0,4,4,Webster,MA,,,0.11764705882352941,0.8823529411764706
15703,56,28,1,27,28,Webster,MA,,,0.5,0.5
15712,39,38,0,1,1,ARCADIA,PA,40.79323,-78.84692,0.02564102564102564,0.9743589743589743
15714,54,54,0,0,0,NORTHERN CAMBRIA,PA,40.63962,-78.82978,0.0,1.0
15715,47,26,0,21,21,Big Run,PA,40.97017,-78.87655,0.44680851063829785,0.5531914893617021
15716,44,44,0,0,0,Dudley,MA,40.47025,-79.19031,0.0,1.0
15717,31,9,0,22,22,Blairsville,PA,40.45354,-79.23896,0.7096774193548387,0.2903225806451613
15728,9,9,0,0,0,Clymer,PA,40.6757,-78.96644,0.0,1.0
15729,62,62,0,0,0,COMMODORE,PA,40.70583,-78.92049,0.0,1.0
15747,9,9,0,0,0,Home,PA,40.76533,-79.14562,0.0,1.0
15748,3,2,0,1,1,Homer City,PA,40.52489,-79.087,0.3333333333333333,0.6666666666666666
15759,60,60,0,0,0,MARION CENTER,PA,40.7721,-79.03045,0.0,1.0
15767,65,64,0,1,1,Punxsatawney,PA,40.95859,-78.96974,0.015384615384615385,0.9846153846153847
15801,28,10,0,18,18,Du Bois,PA,41.12867,-78.72352,0.6428571428571429,0.35714285714285715
15849,11,9,0,2,2,Penfield,PA,41.17838,-78.55592,0.18181818181818182,0.8181818181818182
15851,2,1,0,1,1,Reynoldsville,PA,41.10115,-78.90316,0.5,0.5
15881,3,3,0,0,0,Whitinsville,MA,,,0.0,1.0
15882,4,3,0,1,1,Whitinsville,MA,,,0.25,0.75
15901,116,114,0,2,2,JOHNSTOWN,PA,40.32845,-78.9146,0.017241379310344827,0.9827586206896551
15902,147,138,0,9,9,JOHNSTOWN,PA,40.32,-78.87911,0.061224489795918366,0.9387755102040817
15904,82,77,0,5,5,JOHNSTOWN,PA,40.3056,-78.84382,0.06097560975609756,0.9390243902439024
15905,278,243,0,35,35,JOHNSTOWN,PA,40.29423,-78.98035,0.12589928057553956,0.8741007194244604
15906,164,156,0,8,8,JOHNSTOWN,PA,40.37806,-78.93356,0.04878048780487805,0.9512195121951219
15909,36,36,0,0,0,JOHNSTOWN,PA,40.40783,-78.87047,0.0,1.0
15924,110,97,0,13,13,CAIRNBROOK,PA,40.10684,-78.77527,0.11818181818181818,0.8818181818181818
15931,9,8,0,1,1,EBENSBURG,PA,40.51612,-78.76225,0.1111111111111111,0.8888888888888888
15936,63,63,0,0,0,HOOVERSVILLE,PA,40.16221,-78.89584,0.0,1.0
15946,248,244,0,4,4,PORTAGE,PA,40.37248,-78.63573,0.016129032258064516,0.9838709677419355
15956,3,3,0,0,0,South Fork,PA,40.35022,-78.78819,0.0,1.0
15957,44,44,0,0,0,STRONGSTOWN,PA,40.53953,-78.89744,0.0,1.0
15963,42,32,0,10,10,WINDBER,PA,40.21676,-78.77234,0.23809523809523808,0.7619047619047619
16052,7,6,0,1,1,Worcester,MA,40.90579,-80.06154,0.14285714285714285,0.8571428571428571
16062,8,7,0,1,1,Worcester,MA,,,0.125,0.875
16071,17,15,0,2,2,Worcester,MA,,,0.11764705882352941,0.8823529411764706
16092,11,9,0,2,2,Worcester,MA,,,0.18181818181818182,0.8181818181818182
16101,69,67,0,2,2,NEW CASTLE,PA,40.98776,-80.28814,0.028985507246376812,0.9710144927536232
16121,12,7,0,5,5,Farrell,PA,41.21121,-80.49696,0.4166666666666667,0.5833333333333334
16125,4,4,0,0,0,Greenville,PA,41.40565,-80.37135,0.0,1.0
16137,2,2,0,0,0,Mercer,PA,41.23219,-80.2397,0.0,1.0
16148,46,45,0,1,1,Hermitage,PA,41.23147,-80.43199,0.021739130434782608,0.9782608695652174
16154,5,5,0,0,0,Transfer,PA,41.32539,-80.42111,0.0,1.0
16201,45,44,0,1,1,KITTANNING,PA,40.80984,-79.47204,0.022222222222222223,0.9777777777777777
16214,27,25,0,2,2,Clarion,PA,41.2008,-79.36046,0.07407407407407407,0.9259259259259259
16224,1,1,0,0,0,Fairmount City,PA,41.06314,-79.29245,0.0,1.0
16234,3,3,0,0,0,Limestone,PA,,,0.0,1.0
16239,1,1,0,0,0,Marienville,PA,41.49507,-79.1297,0.0,1.0
16242,2,2,0,0,0,New Bethlehem,PA,41.0031,-79.35479,0.0,1.0
16248,46,36,0,10,10,Rimersburg,PA,41.03412,-79.50348,0.21739130434782608,0.782608695652174
16301,8,8,0,0,0,Oil City,PA,41.45596,-79.64946,0.0,1.0
16313,7,4,1,2,3,Clarendon,PA,41.72294,-79.13884,0.42857142857142855,0.5714285714285714
16317,4,4,0,0,0,Cooperstown,PA,41.53232,-79.85258,0.0,1.0
16319,18,18,0,0,0,Cranberry,PA,41.3216,-79.62942,0.0,1.0
16323,27,24,0,3,3,Franklin,PA,41.41286,-79.83047,0.1111111111111111,0.8888888888888888
16326,1,1,0,0,0,Fryburg,PA,41.36733,-79.43182,0.0,1.0
16335,2,0,0,2,2,Meadville,PA,41.63143,-80.15378,1.0,0.0
16340,8,3,0,5,5,Pittsfield,PA,41.79864,-79.41749,0.625,0.375
16341,5,5,0,0,0,Pleasantville,PA,41.56288,-79.54703,0.0,1.0
16345,12,5,0,7,7,Russell,PA,41.95085,-79.07548,0.5833333333333334,0.4166666666666667
16346,217,211,0,6,6,Seneca,PA,41.37845,-79.6727,0.027649769585253458,0.9723502304147466
16347,1,0,0,1,1,Sheffield,PA,41.64671,-79.06481,1.0,0.0
16350,5,5,0,0,0,Sugar Grove,PA,41.96323,-79.3322,0.0,1.0
16352,2,1,0,1,1,Tiona,PA,41.76615,-79.03644,0.5,0.5
16354,14,13,0,1,1,Titusville,PA,41.61476,-79.70637,0.07142857142857142,0.9285714285714286
16365,133,115,0,18,18,Warren,PA,41.83943,-79.15324,0.13533834586466165,0.8646616541353384
16371,2,2,0,0,0,Youngsville,PA,41.86751,-79.3187,0.0,1.0
16374,3,3,0,0,0,Kennerdell,PA,41.26136,-79.81066,0.0,1.0
16407,2,2,0,0,0,Corry,PA,41.91743,-79.66374,0.0,1.0
16420,1,1,0,0,0,Grand Valley,PA,41.69481,-79.54544,0.0,1.0
16427,7,3,0,4,4,Mill Village,PA,41.87466,-79.97132,0.5714285714285714,0.42857142857142855
16441,3,1,0,2,2,Waterford,PA,41.9554,-79.98552,0.6666666666666666,0.3333333333333333
16501,7,4,0,3,3,Erie,PA,42.12096,-80.08958,0.42857142857142855,0.5714285714285714
16502,8,1,0,7,7,Erie,PA,42.11073,-80.10123,0.875,0.125
16503,1,1,0,0,0,Erie,PA,42.12718,-80.06103,0.0,1.0
16505,11,6,0,5,5,Erie,PA,42.11789,-80.14304,0.45454545454545453,0.5454545454545454
16506,3,2,0,1,1,Erie,PA,42.06449,-80.15472,0.3333333333333333,0.6666666666666666
16507,4,3,0,1,1,Erie,PA,42.13575,-80.08743,0.25,0.75
16508,2,2,0,0,0,Erie,PA,42.09719,-80.09249,0.0,1.0
16552,2,2,0,0,0,Huntingdon,PA,,,0.0,1.0
16601,1694,1410,1,283,284,ALTOONA,PA,40.55338,-78.37283,0.16765053128689492,0.8323494687131051
16602,1089,893,0,196,196,ALTOONA,PA,40.51491,-78.37052,0.17998163452708907,0.820018365472911
16617,146,88,0,58,58,BELLWOOD,PA,40.6036,-78.32995,0.3972602739726027,0.6027397260273972
16625,81,42,0,39,39,CLAYSBURG,PA,40.28482,-78.50855,0.48148148148148145,0.5185185185185185
16627,10,2,0,8,8,Coalport,PA,40.75272,-78.50036,0.8,0.2
16630,129,123,0,6,6,CRESSON,PA,40.46231,-78.58003,0.046511627906976744,0.9534883720930233
16634,2,0,0,2,2,Dudley,PA,40.2105,-78.17308,1.0,0.0
16635,52,46,0,6,6,DUNCANSVILLE,PA,40.41621,-78.48743,0.11538461538461539,0.8846153846153846
16640,104,78,0,26,26,PORTAGE,PA,40.70657,-78.5702,0.25,0.75
16641,23,20,0,3,3,GALLITZIN,PA,40.50774,-78.57146,0.13043478260869565,0.8695652173913043
16648,168,156,0,12,12,HOLLIDAYSBURG,PA,40.44231,-78.33242,0.07142857142857142,0.9285714285714286
16650,117,113,0,4,4,HOPEWELL,PA,40.11592,-78.29237,0.03418803418803419,0.9658119658119658
16651,3,3,0,0,0,Houtzdale,PA,40.8505,-78.37945,0.0,1.0
16652,8,6,0,2,2,Huntingdon,PA,40.51692,-77.95302,0.25,0.75
16656,11,1,0,10,10,Irvona,PA,40.8066,-78.56353,0.9090909090909091,0.09090909090909091
16661,2,0,0,2,2,Madera,PA,40.83058,-78.45026,1.0,0.0
16662,65,61,0,4,4,MARTINSBURG,PA,40.30635,-78.29961,0.06153846153846154,0.9384615384615385
16666,2,2,0,0,0,Osceola Mills,PA,40.87056,-78.31286,0.0,1.0
16667,62,62,0,0,0,Osterburg,PA,40.18213,-78.52546,0.0,1.0
16668,51,42,0,9,9,PATTON,PA,40.65072,-78.61974,0.17647058823529413,0.8235294117647058
16673,67,66,0,1,1,ALTOONA,PA,40.30671,-78.39026,0.014925373134328358,0.9850746268656716
16678,181,168,0,13,13,SAXTON,PA,40.2252,-78.23421,0.0718232044198895,0.9281767955801105
16680,1,0,0,1,1,Smithmill,PA,40.75149,-78.40254,1.0,0.0
16684,1,0,0,1,1,Tyrone,PA,40.63541,-78.29685,1.0,0.0
16686,251,249,0,2,2,TYRONE,PA,40.67056,-78.24102,0.00796812749003984,0.9920318725099602
16691,7,6,0,1,1,Wells Tannery,PA,40.07744,-78.1473,0.14285714285714285,0.8571428571428571
16693,85,64,0,21,21,WILLIAMSBURG,PA,40.46519,-78.21593,0.24705882352941178,0.7529411764705882
16701,2,1,0,1,1,Bradford,PA,41.91105,-78.77385,0.5,0.5
16720,1,1,0,0,0,Austin,PA,41.5793,-78.02599,0.0,1.0
16748,7,2,0,5,5,Shinglehouse,PA,41.9427,-78.14425,0.7142857142857143,0.2857142857142857
16830,206,157,0,49,49,Clearfield,PA,41.08569,-78.43317,0.23786407766990292,0.7621359223300971
16833,4,1,0,3,3,Curwensville,PA,40.94158,-78.57862,0.75,0.25
16837,6,4,0,2,2,Glen Richey,PA,40.94576,-78.47494,0.3333333333333333,0.6666666666666666
16839,62,62,0,0,0,GRASSFLAT,PA,41.00319,-78.11113,0.0,1.0
16840,9,3,0,6,6,Hawk Run,PA,40.92555,-78.20214,0.6666666666666666,0.3333333333333333
16858,6,3,0,3,3,Morrisdale,PA,41.00056,-78.20033,0.5,0.5
16866,4,0,0,4,4,Philipsburg,PA,40.86684,-78.17163,1.0,0.0
16881,10,6,0,4,4,Woodland,PA,41.02743,-78.31119,0.4,0.6
16901,235,221,0,14,14,Wellsboro,PA,41.73038,-77.31841,0.059574468085106386,0.9404255319148936
16912,3,2,0,1,1,Blossburg,PA,41.66803,-77.05845,0.3333333333333333,0.6666666666666666
16915,25,11,0,14,14,Coudersport,PA,41.77481,-77.96104,0.56,0.44
16920,53,51,0,2,2,Elkland,PA,41.98218,-77.28851,0.03773584905660377,0.9622641509433962
16921,1,1,0,0,0,Gaines,PA,41.69614,-77.54654,0.0,1.0
16922,48,41,0,7,7,Galeton,PA,41.67191,-77.70064,0.14583333333333334,0.8541666666666666
16927,4,3,0,1,1,Harrison Valley,PA,41.9655,-77.65941,0.25,0.75
16928,10,6,0,4,4,Knoxville,PA,41.95203,-77.43371,0.4,0.6
16929,22,18,0,4,4,Lawrenceville,PA,41.97352,-77.15028,0.18181818181818182,0.8181818181818182
16933,19,17,0,2,2,Mansfield,PA,41.81904,-77.06716,0.10526315789473684,0.8947368421052632
16935,1,1,0,0,0,Middlebury Center,PA,41.87032,-77.32404,0.0,1.0
16937,19,17,0,2,2,Mills,PA,41.96421,-77.71004,0.10526315789473684,0.8947368421052632
16943,10,9,0,1,1,Sabinsville,PA,41.8406,-77.61915,0.1,0.9
16948,12,12,0,0,0,Ulysses,PA,41.85369,-77.75683,0.0,1.0
16950,46,36,0,10,10,Westfield,PA,41.89816,-77.53429,0.21739130434782608,0.782608695652174
17003,62,62,0,0,0,Annville,PA,40.35735,-76.55528,0.0,1.0
17004,266,218,0,48,48,BELLEVILLE,PA,40.59966,-77.73278,0.18045112781954886,0.8195488721804511
17009,228,166,0,62,62,BURNHAM,PA,40.6359,-77.56609,0.2719298245614035,0.7280701754385965
17029,65,64,0,1,1,GRANVILLE,PA,40.55416,-77.62196,0.015384615384615385,0.9846153846153847
17044,1762,1418,0,344,344,LEWISTOWN,PA,40.58236,-77.59013,0.1952326901248581,0.8047673098751419
17049,46,45,0,1,1,MC ALISTERVILLE,PA,40.65172,-77.25948,0.021739130434782608,0.9782608695652174
17051,563,504,0,59,59,MC VEYTOWN,PA,40.45881,-77.77306,0.10479573712255773,0.8952042628774423
17058,39,37,1,1,2,MIFFLIN,PA,40.50111,-77.54792,0.05128205128205128,0.9487179487179487
17059,173,144,0,29,29,MIFFLINTOWN,PA,40.59241,-77.38165,0.1676300578034682,0.8323699421965318
17060,33,31,0,2,2,MILL CREEK,PA,40.49144,-77.88158,0.06060606060606061,0.9393939393939394
17063,67,64,0,3,3,MILROY,PA,40.76274,-77.47343,0.04477611940298507,0.9552238805970149
17066,210,197,0,13,13,MOUNT UNION,PA,40.35885,-77.85892,0.06190476190476191,0.9380952380952381
